,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 II H.23,faust://document/faustedition/2_II_H.23,2 II H.23,Witness,,604,828,1830-01-27,1830-01-23,1830-02-02,1830-02-02,1830-01-30,1830.0,1830,244
H P125,faust://document/faustedition/H_P125,H P125,Witness,,605,833,1830-02-05,1830-02-05,1830-02-07,1830-02-07,1830-02-06,1830.0,1830,604
2 V H.1a,faust://document/faustedition/2_V_H.1a,2 V H.1a,Witness,,606,837,1830-02-11,1830-02-11,1831-05-05,1831-05-18,1830-09-23,1830.0,1830 … 1831,485
2 V H.1,faust://document/faustedition/2_V_H.1,2 V H.1,Witness,,607,838,1830-02-11,,1831-09-22,,1830-12-02,1830.0,1830 … 1831,484
wa: 2_V_H.alpha,faust://document/wa/2_V_H.alpha,wa: 2_V_H.alpha,UnknownRef,,608,837,1830-02-11,,1831-09-22,,1830-12-02,1830.0,1830 … 1831,110
2 II H.19,faust://document/faustedition/2_II_H.19,2 II H.19,Witness,,609,836,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,240
2 II H.56,faust://document/faustedition/2_II_H.56,2 II H.56,Witness,,610,839,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,281
2 II H.58,faust://document/faustedition/2_II_H.58,2 II H.58,Witness,,611,839,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,283
2 II H.60,faust://document/faustedition/2_II_H.60,2 II H.60,Witness,,612,841,1830-02-28,1830-02-28,1830-05-01,1830-05-01,1830-03-31,1830.0,1830,285
2 II H.33,faust://document/faustedition/2_II_H.33,2 II H.33,Witness,,613,848,1830-03-21,1830-03-21,1830-09-19,1830-09-19,1830-06-20,1830.0,1830,256
2 II H.52,faust://document/faustedition/2_II_H.52,2 II H.52,Witness,,614,849,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,277
2 II H.47,faust://document/faustedition/2_II_H.47,2 II H.47,Witness,,615,860,1830-03-25,,1830-06-26,,1830-05-10,1830.0,1830,271
2 II H.55,faust://document/faustedition/2_II_H.55,2 II H.55,Witness,,616,851,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,280
2 II H.57,faust://document/faustedition/2_II_H.57,2 II H.57,Witness,,617,864,1830-03-25,1830-02-15,1830-06-26,1830-08-16,1830-05-10,1830.0,1830,282
2 II H.61,faust://document/faustedition/2_II_H.61,2 II H.61,Witness,,618,851,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,286
2 II H.62,faust://document/faustedition/2_II_H.62,2 II H.62,Witness,,619,854,1830-03-25,1830-03-25,1830-06-26,1830-09-23,1830-05-10,1830.0,1830,287
2 II H.31a,faust://document/faustedition/2_II_H.31a,2 II H.31a,Witness,,620,858,1830-04-18,1830-04-18,1830-04-20,1830-04-20,1830-04-19,1830.0,1830,254
2 II H.34,faust://document/faustedition/2_II_H.34,2 II H.34,Witness,,621,864,1830-04-22,1830-04-22,1830-10-21,1830-10-21,1830-07-22,1830.0,1830,257
2 II H.64,faust://document/faustedition/2_II_H.64,2 II H.64,Witness,,622,864,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,289
2 II H.65,faust://document/faustedition/2_II_H.65,2 II H.65,Witness,,623,867,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,290
2 II H.66,faust://document/faustedition/2_II_H.66,2 II H.66,Witness,,624,868,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,291
H P159,faust://document/faustedition/H_P159,H P159,Witness,,625,871,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,612
H P160,faust://document/faustedition/H_P160,H P160,Witness,,626,871,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,613
H P126,faust://document/faustedition/H_P126,H P126,Witness,,627,872,1830-06-08,1830-06-08,1830-06-21,1830-06-21,1830-06-14,1830.0,1830,605
2 II H.67,faust://document/faustedition/2_II_H.67,2 II H.67,Witness,,628,878,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,292
2 II H.71,faust://document/faustedition/2_II_H.71,2 II H.71,Witness,,629,876,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,296
2 II H.69,faust://document/faustedition/2_II_H.69,2 II H.69,Witness,,630,879,1830-06-11,,1831-02-26,,1830-10-19,1830.0,1830 … 1831,294
2 II H.74,faust://document/faustedition/2_II_H.74,2 II H.74,Witness,,631,959,1830-06-11,1829-12-26,1830-06-26,1830-06-26,1830-06-18,1830.0,1830,299
2 II H.7,faust://document/faustedition/2_II_H.7,2 II H.7,Witness,,632,904,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,224
2 II H.35,faust://document/faustedition/2_II_H.35,2 II H.35,Witness,,633,901,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,258
2 II H.36,faust://document/faustedition/2_II_H.36,2 II H.36,Witness,,634,904,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,259
2 II H.36a,faust://document/faustedition/2_II_H.36a,2 II H.36a,Witness,,635,901,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,260
2 II H.47a,faust://document/faustedition/2_II_H.47a,2 II H.47a,Witness,,636,901,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,272
wa: 2_II_H.alpha,faust://document/wa/2_II_H.alpha,wa: 2_II_H.alpha,UnknownRef,,637,905,1830-06-11,,1831-09-22,,1831-01-31,1831.0,1830 … 1831,109
H P157,faust://document/faustedition/H_P157,H P157,Witness,,638,874,1830-06-17,1830-06-17,1830-06-19,1830-06-19,1830-06-18,1830.0,1830,611
2 V H.37a i_v,faust://inscription/faustedition/2_V_H.37a/i_v,2 V H.37a i_v,Inscription,2 V H.37a,639,876,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,85
landeck: 2_V_H.h,faust://document/landeck/2_V_H.h,landeck: 2_V_H.h,UnknownRef,,640,876,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,104
2 V H.37a,faust://document/faustedition/2_V_H.37a,2 V H.37a,Witness,,641,876,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,530
2 II H.70,faust://document/faustedition/2_II_H.70,2 II H.70,Witness,,642,921,1830-08-28,1830-08-28,1831-02-26,1831-02-26,1830-11-27,1830.0,1830 … 1831,295
2 II H.73,faust://document/faustedition/2_II_H.73,2 II H.73,Witness,,643,919,1830-08-28,,1831-09-22,,1831-03-11,1831.0,1830 … 1831,298
landeck: 2_V_H.1I,faust://document/landeck/2_V_H.1I,landeck: 2_V_H.1I,UnknownRef,,644,919,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,99
landeck: 2_V_H.1II,faust://document/landeck/2_V_H.1II,landeck: 2_V_H.1II,UnknownRef,,645,921,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,100
landeck: 2_V_H.1III,faust://document/landeck/2_V_H.1III,landeck: 2_V_H.1III,UnknownRef,,646,919,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,101
2 V H.34,faust://document/faustedition/2_V_H.34,2 V H.34,Witness,,647,921,1830-11-30,1830-11-30,1830-12-11,1830-12-11,1830-12-05,1830.0,1830,525
2 V H.35,faust://document/faustedition/2_V_H.35,2 V H.35,Witness,,648,921,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,526
2 V H.37b,faust://document/faustedition/2_V_H.37b,2 V H.37b,Witness,,649,925,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,531
2 V H.37a i_r,faust://inscription/faustedition/2_V_H.37a/i_r,2 V H.37a i_r,Inscription,2 V H.37a,650,924,1830-11-30,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,50
landeck: 2_V_H.33I,faust://document/landeck/2_V_H.33I,landeck: 2_V_H.33I,UnknownRef,,651,930,1830-11-30,,1830-12-18,,1830-12-09,1830.0,1830,102
2 V H.32a i_r,faust://inscription/faustedition/2_V_H.32a/i_r,2 V H.32a i_r,Inscription,2 V H.32a,652,934,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,51
2 V H.32a i_v,faust://inscription/faustedition/2_V_H.32a/i_v,2 V H.32a i_v,Inscription,2 V H.32a,653,936,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,84
2 V H.33 i_uebrige,faust://inscription/faustedition/2_V_H.33/i_uebrige,2 V H.33 i_uebrige,Inscription,2 V H.33,654,937,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,68
2 V H.32a,faust://document/faustedition/2_V_H.32a,2 V H.32a,Witness,,655,925,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,523
2 V H.32a alpha,faust://inscription/faustedition/2_V_H.32a/alpha,2 V H.32a alpha,Inscription,2 V H.32a,656,924,1830-12-01,,1830-12-18,,1830-12-09,1830.0,1830,28
2 V H.33,faust://document/faustedition/2_V_H.33,2 V H.33,Witness,,657,931,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,524
2 V H.37c,faust://document/faustedition/2_V_H.37c,2 V H.37c,Witness,,658,940,1830-12-01,,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,532
2 V H.37e,faust://document/faustedition/2_V_H.37e,2 V H.37e,Witness,,659,922,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,534
2 V H.37f,faust://document/faustedition/2_V_H.37f,2 V H.37f,Witness,,660,926,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,535
2 V H.37g,faust://document/faustedition/2_V_H.37g,2 V H.37g,Witness,,661,940,1830-12-01,,1831-09-22,,1831-04-27,1831.0,1830 … 1831,536
2 V H.38a,faust://document/faustedition/2_V_H.38a,2 V H.38a,Witness,,662,932,1830-12-01,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,538
H P196,faust://document/faustedition/H_P196,H P196,Witness,,663,922,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,636
2 V H.37,faust://document/faustedition/2_V_H.37,2 V H.37,Witness,,664,950,1831-02-12,1831-02-12,1831-02-14,1831-02-14,1831-02-13,1831.0,1831,529
2 V H.33 i_3_r,faust://inscription/faustedition/2_V_H.33/i_3_r,2 V H.33 i_3_r,Inscription,2 V H.33,665,952,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,39
2 V H.33 i_3_v,faust://inscription/faustedition/2_V_H.33/i_3_v,2 V H.33 i_3_v,Inscription,2 V H.33,666,952,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,40
2 V H.0a,faust://document/faustedition/2_V_H.0a,2 V H.0a,Witness,,667,963,1831-04-05,1831-04-05,1831-05-01,1831-05-01,1831-04-18,1831.0,1831,478
landeck: 2_H,faust://document/landeck/2_H,landeck: 2_H,UnknownRef,,668,964,1831-04-05,,,,1831-04-05,1831.0,1831,103
2 V H.0f,faust://document/faustedition/2_V_H.0f,2 V H.0f,Witness,,669,963,1831-04-05,1831-04-05,1831-05-05,1831-05-05,1831-04-20,1831.0,1831,483
2 V H.0c,faust://document/faustedition/2_V_H.0c,2 V H.0c,Witness,,670,964,1831-04-24,1831-04-24,1831-09-22,1831-10-23,1831-07-08,1831.0,1831,480
2 IV H.6:1,faust://document/faustedition/2_IV_H.6_1,2 IV H.6:1,Witness,,671,968,1831-04-29,1831-04-29,1831-07-23,1831-10-28,1831-06-10,1831.0,1831,448
2 IV H.6:2,faust://document/faustedition/2_IV_H.6_2,2 IV H.6:2,Witness,,672,968,1831-04-29,1831-04-29,1831-07-23,1831-10-28,1831-06-10,1831.0,1831,449
2 IV H.7a,faust://document/faustedition/2_IV_H.7a,2 IV H.7a,Witness,,673,967,1831-04-29,,1831-09-22,,1831-07-11,1831.0,1831,451
2 V H.38,faust://document/faustedition/2_V_H.38,2 V H.38,Witness,,674,965,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,537
H P197a,faust://document/faustedition/H_P197a,H P197a,Witness,,675,965,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,637
H P188a,faust://document/faustedition/H_P188a,H P188a,Witness,,676,967,1831-04-30,1831-04-30,1831-07-23,1831-07-23,1831-06-11,1831.0,1831,630
2 IV H.22 i_1_r,faust://inscription/faustedition/2_IV_H.22/i_1_r,2 IV H.22 i_1_r,Inscription,2 IV H.22,677,979,1831-05-15,1831-05-15,1831-05-17,1831-05-17,1831-05-16,1831.0,1831,36
2 IV H.22 i_uebrige,faust://inscription/faustedition/2_IV_H.22/i_uebrige,2 IV H.22 i_uebrige,Inscription,2 IV H.22,678,976,1831-05-15,1831-05-15,1831-12-09,1831-12-09,1831-08-27,1831.0,1831,64
2 IV H.22,faust://document/faustedition/2_IV_H.22,2 IV H.22,Witness,,679,977,1831-05-15,1831-05-15,1831-05-17,1831-05-17,1831-05-16,1831.0,1831,470
2 IV H.22b,faust://document/faustedition/2_IV_H.22b,2 IV H.22b,Witness,,680,984,1831-05-29,1831-05-29,1831-09-22,1831-11-27,1831-07-26,1831.0,1831,472
2 IV H.5,faust://document/faustedition/2_IV_H.5,2 IV H.5,Witness,,681,986,1831-06-17,1831-06-17,1831-09-22,1831-12-16,1831-08-04,1831.0,1831,447
2 IV H.2,faust://document/faustedition/2_IV_H.2,2 IV H.2,Witness,,682,990,1831-06-17,1831-06-17,1831-09-22,,1831-08-04,1831.0,1831,444
2 IV H.3,faust://document/faustedition/2_IV_H.3,2 IV H.3,Witness,,683,990,1831-06-17,,1831-09-22,,1831-08-04,1831.0,1831,445
2 IV H.7,faust://document/faustedition/2_IV_H.7,2 IV H.7,Witness,,684,992,1831-06-17,,1831-09-22,,1831-08-04,1831.0,1831,450
H P188,faust://document/faustedition/H_P188,H P188,Witness,,685,988,1831-06-17,1824-12-31,,,1831-06-17,1831.0,1831,629
2 IV H.18,faust://document/faustedition/2_IV_H.18,2 IV H.18,Witness,,686,990,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,465
2 IV H.22d,faust://document/faustedition/2_IV_H.22d,2 IV H.22d,Witness,,687,987,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,474
H P181,faust://document/faustedition/H_P181,H P181,Witness,,688,987,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,628
2 IV H.19 i_uebrige,faust://inscription/faustedition/2_IV_H.19/i_uebrige,2 IV H.19 i_uebrige,Inscription,2 IV H.19,689,992,1831-06-29,1831-06-29,1831-09-22,1831-12-28,1831-08-10,1831.0,1831,62
2 IV H.12 i_uebrige,faust://inscription/faustedition/2_IV_H.12/i_uebrige,2 IV H.12 i_uebrige,Inscription,2 IV H.12,690,993,1831-06-29,,1831-09-22,,1831-08-10,1831.0,1831,63
2 IV H.8,faust://document/faustedition/2_IV_H.8,2 IV H.8,Witness,,691,1006,1831-06-29,1831-05-29,1831-09-22,1831-11-27,1831-08-10,1831.0,1831,453
2 IV H.13,faust://document/faustedition/2_IV_H.13,2 IV H.13,Witness,,692,1015,1831-06-29,,1831-09-22,,1831-08-10,1831.0,1831,458
2 IV H.10,faust://document/faustedition/2_IV_H.10,2 IV H.10,Witness,,693,1004,1831-06-29,,,,1831-06-29,1831.0,1831,455
wa: P191Var i_v_u,faust://inscription/wa/P191Var/i_v_u,wa: P191Var i_v_u,Inscription,wa: P191Var,694,991,1831-06-29,,,,1831-06-29,1831.0,1831,696
2 IV H.20,faust://document/faustedition/2_IV_H.20,2 IV H.20,Witness,,695,995,1831-06-25,,1831-07-23,,1831-07-09,1831.0,1831,467
2 IV H.13a,faust://document/faustedition/2_IV_H.13a,2 IV H.13a,Witness,,696,993,1831-06-25,,1831-07-23,,1831-07-09,1831.0,1831,459
2 IV H.21,faust://document/faustedition/2_IV_H.21,2 IV H.21,Witness,,697,1008,1831-06-29,,,,1831-06-29,1831.0,1831,468
H P190,faust://document/faustedition/H_P190,H P190,Witness,,698,976,1831-05-14,,1831-11-12,,1831-08-13,1831.0,1831,631
H P190a,faust://document/faustedition/H_P190a,H P190a,Witness,,699,977,1831-05-14,1831-05-14,1831-11-12,1831-11-12,1831-08-13,1831.0,1831,632
2 IV H.20 i_uebrige,faust://inscription/faustedition/2_IV_H.20/i_uebrige,2 IV H.20 i_uebrige,Inscription,2 IV H.20,700,996,1831-06-25,,,,1831-06-25,1831.0,1831,61
2 IV H.1,faust://document/faustedition/2_IV_H.1,2 IV H.1,Witness,,701,997,1831-06-25,,,,1831-06-25,1831.0,1831,443
2 IV H.21a,faust://document/faustedition/2_IV_H.21a,2 IV H.21a,Witness,,702,998,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,469
2 IV H.22g,faust://document/faustedition/2_IV_H.22g,2 IV H.22g,Witness,,703,997,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,477
2 IV H.22e,faust://document/faustedition/2_IV_H.22e,2 IV H.22e,Witness,,704,999,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,475
2 IV H.22f,faust://document/faustedition/2_IV_H.22f,2 IV H.22f,Witness,,705,999,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,476
2 H,faust://document/faustedition/2_H,2 H,Witness,,706,1167,1831-06-29,1826-08-12,1832-06-06,,1831-12-17,1831.0,1831 … 1832,117
2 V H.0b,faust://document/faustedition/2_V_H.0b,2 V H.0b,Witness,,707,1056,1831-06-29,1831-03-24,1831-09-22,1831-09-22,1831-08-10,1831.0,1831,479
wa: C.1_4,faust://document/wa/C.1_4,wa: C.1_4,UnknownRef,,708,1055,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,643
wa: C_12,faust://document/wa/C_12,wa: C_12,UnknownRef,,709,1059,1831-06-29,,,,1831-06-29,1831.0,1831,645
wa: C_4,faust://document/wa/C_4,wa: C_4,UnknownRef,,710,1055,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,644
2 IV H.16,faust://document/faustedition/2_IV_H.16,2 IV H.16,Witness,,711,1075,1831-12-07,1831-12-07,1832-06-06,1832-06-06,1832-03-07,1832.0,1831 … 1832,463
H P129 Var*,faust://document/faustedition/H_P129_Var_,H P129 Var*,Witness,,712,1076,1832-03-21,1832-03-21,1832-09-19,1832-09-19,1832-06-20,1832.0,1832,606
C.1 41,faust://bibliography/C.1_41,C.1 41,UnknownRef,,713,1087,1833-02-28,1833-02-28,1833-04-01,1833-04-01,1833-03-16,1833.0,1833,651
wa: C_41,faust://document/wa/C_41,wa: C_41,UnknownRef,,714,1106,1833-02-28,,1836-06-12,,1834-10-21,1834.0,1833 … 1836,642
C.3 41,faust://bibliography/C.3_41,C.3 41,UnknownRef,,715,1084,1833-03-31,1833-03-31,1833-05-01,1833-05-01,1833-04-15,1833.0,1833,652
Q,faust://bibliography/Q,Q,UnknownRef,,716,1094,1836-03-15,1836-03-15,1836-06-12,1836-06-12,1836-04-28,1836.0,1836,697
